,First,Last,Nickname,Ht.,Wt.,Reach,Ht. (m),Wt. (kg),Reach. (cm),Stance,DOB,SLpM,Str.Acc.,SApM,Str.Def,TDAvg.,TDAcc.,TDDef.,Sub.Avg.,W,L,D
2221,Aliev,Makhmud,,"5' 6""",195 lbs.,--,1.68,88.64,,Southpaw,"Feb13,1970",1.12,30.0,2.24,36.0,2.1,50.0,0.0,0.0,0,1,0
2222,Zach,Makovsky,Fun Size,"5' 4""",125 lbs.,"64.0""",1.63,56.82,162.56,Southpaw,"Apr19,1983",1.94,43.0,2.24,62.0,3.71,30.0,56.0,0.3,20,8,0
2223,Azat,Maksum,Qazaq,"5' 7""",125 lbs.,"70.0""",1.7,56.82,177.8,Southpaw,"Feb02,1995",2.8,23.0,5.23,55.0,2.0,22.0,66.0,0.5,17,1,0
2224,Jeremy,Malaterre,,"5' 11""",155 lbs.,--,1.8,70.45,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0
2225,Fabio,Maldonado,Caipira de Aco,"6' 1""",205 lbs.,"75.0""",1.85,93.18,190.5,Orthodox,"Mar17,1980",5.29,58.0,4.31,53.0,0.44,57.0,61.0,0.6,23,11,0
2226,Marvin,Maldonado,The Bulldog,"5' 6""",135 lbs.,--,1.68,61.36,,,--,0.87,56.0,3.47,43.0,0.0,0.0,20.0,0.0,2,4,0
2227,Bea,Malecki,,"5' 9""",135 lbs.,"74.0""",1.75,61.36,187.96,Orthodox,"Aug23,1991",6.84,46.0,6.96,62.0,0.0,0.0,78.0,1.1,4,1,0
2228,Nazareno,Malegarie,El Tigre,"5' 8""",155 lbs.,--,1.73,70.45,,,"May16,1986",3.87,34.0,3.27,69.0,1.0,33.0,0.0,0.0,28,4,0
2229,Carl,Malenko,,"5' 11""",200 lbs.,--,1.8,90.91,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0
2230,Jacob,Malkoun,Mamba,"5' 9""",185 lbs.,"73.0""",1.75,84.09,185.42,Orthodox,"Aug26,1995",3.86,56.0,2.48,52.0,6.62,42.0,20.0,0.4,8,3,0
2231,Mike,Malott,Proper,"6' 1""",170 lbs.,"73.0""",1.85,77.27,185.42,Orthodox,"Nov07,1991",3.83,46.0,3.33,52.0,3.04,60.0,16.0,1.0,10,2,1
2232,Dan,Manasoiu,,--,--,--,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2233,Troy,Mandaloniz,Rude Boy,"5' 9""",170 lbs.,--,1.75,77.27,,Orthodox,"Feb01,1980",3.52,56.0,4.71,63.0,3.1,66.0,57.0,0.0,3,2,0
2234,Nate,Maness,Mayhem,"5' 10""",125 lbs.,"72.0""",1.78,56.82,182.88,Orthodox,"Jun27,1991",2.33,48.0,4.29,40.0,0.87,75.0,78.0,0.3,15,3,0
2235,Michael,Mangan,,--,155 lbs.,--,,70.45,,,--,1.94,33.0,4.52,46.0,19.35,50.0,100.0,0.0,0,3,0
2236,Gary,Mangat,,"5' 7""",135 lbs.,--,1.7,61.36,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,3,0
2237,Melvin,Manhoef,No Mercy,"5' 9""",185 lbs.,--,1.75,84.09,,Orthodox,"May11,1976",3.52,48.0,2.64,51.0,0.33,25.0,78.0,0.0,30,14,1
2238,Melchor,Manibusan,Barracuda,"5' 5""",154 lbs.,--,1.65,70.0,,Southpaw,"Dec27,1976",1.58,54.0,5.79,15.0,0.0,0.0,0.0,0.0,2,4,0
2239,Jon,Manley,,"6' 1""",170 lbs.,--,1.85,77.27,,Orthodox,"Jul07,1986",1.13,20.0,4.33,45.0,1.0,7.0,20.0,0.0,9,4,0
2240,Steve,Mann,,"6' 1""",170 lbs.,--,1.85,77.27,,,--,3.18,70.0,0.66,57.0,1.64,100.0,60.0,0.0,12,5,0
2241,Marnic,Mann,The Sawed-Off Savage,"5' 0""",115 lbs.,"64.0""",1.52,52.27,162.56,Southpaw,"Mar05,1993",1.1,42.0,4.93,31.0,1.83,30.0,16.0,0.0,6,2,0
2242,Dylan,Mantello,The Quiet Man,"6' 1""",155 lbs.,"73.0""",1.85,70.45,185.42,Orthodox,"Nov19,1992",5.93,56.0,9.42,53.0,0.0,0.0,0.0,0.0,7,3,0
2243,Chris,Manuel,,"5' 9""",135 lbs.,--,1.75,61.36,,Orthodox,"Jul21,1987",2.53,40.0,2.67,66.0,1.0,20.0,100.0,0.0,9,7,2
2244,Jimi,Manuwa,Poster Boy,"6' 1""",205 lbs.,"79.0""",1.85,93.18,200.66,Orthodox,"Feb18,1980",3.43,54.0,3.97,49.0,0.53,18.0,70.0,0.4,17,6,0
2245,Cristiano,Marcello,,"5' 9""",155 lbs.,"72.0""",1.75,70.45,182.88,Orthodox,"Dec03,1977",2.56,33.0,3.61,58.0,0.44,11.0,20.0,0.9,13,6,0
2246,Daniel,Marcos,Soncora,"5' 7""",135 lbs.,"69.0""",1.7,61.36,175.26,Orthodox,"Mar07,1993",5.75,50.0,4.0,66.0,0.33,50.0,89.0,0.0,15,0,0
2247,Jose,Maria,No Chance,"5' 5""",125 lbs.,--,1.65,56.82,,Orthodox,"Jan04,1982",3.2,53.0,3.98,52.0,2.32,27.0,33.0,2.3,37,7,0
2248,Marcos,Mariano,Dhalsim,"6' 1""",155 lbs.,"76.0""",1.85,70.45,193.04,Switch,"Oct12,1986",0.25,27.0,2.11,43.0,0.0,0.0,28.0,0.0,6,6,0
2249,Enrique,Marin,Wasabi,"5' 10""",170 lbs.,--,1.78,77.27,,,"Sep02,1986",1.43,33.0,3.0,50.0,2.5,38.0,60.0,1.0,10,4,0
2250,Chepe,Mariscal,Machine Gun,"5' 7""",145 lbs.,"69.0""",1.7,65.91,175.26,Orthodox,"Oct27,1992",4.67,53.0,3.95,52.0,3.22,38.0,100.0,0.6,15,6,1
2251,Ronny,Markes,,"6' 1""",185 lbs.,"75.0""",1.85,84.09,190.5,Orthodox,"Apr21,1988",2.17,53.0,2.43,45.0,3.13,40.0,100.0,0.5,17,5,0
2252,Rory,Markham,,"6' 0""",170 lbs.,"71.0""",1.83,77.27,180.34,Orthodox,"Mar25,1982",1.98,21.0,10.27,45.0,0.0,0.0,0.0,0.0,17,6,0
2253,Randa,Markos,Quiet Storm,"5' 4""",115 lbs.,"63.0""",1.63,52.27,160.02,Orthodox,"Aug10,1985",2.97,43.0,3.1,58.0,1.12,28.0,52.0,0.2,11,12,1
2254,Christina,Marks,,"5' 7""",125 lbs.,"69.0""",1.7,56.82,175.26,Orthodox,"Nov08,1985",5.0,58.0,3.0,64.0,7.5,100.0,0.0,0.0,8,9,0
2255,Brendon,Marotte,The Kid,"5' 9""",145 lbs.,"70.0""",1.75,65.91,177.8,Orthodox,"Jan12,1996",3.0,100.0,42.0,33.0,0.0,0.0,0.0,0.0,8,2,0
2256,Nate,Marquardt,The Great,"6' 0""",185 lbs.,"74.0""",1.83,84.09,187.96,Orthodox,"Apr20,1979",2.71,49.0,2.32,55.0,1.87,51.0,70.0,0.8,35,19,2
2257,Danilo,Marques,,"6' 6""",205 lbs.,"77.0""",1.98,93.18,195.58,Orthodox,"Dec26,1985",1.44,79.0,2.52,52.0,3.93,28.0,0.0,0.8,11,4,0
2258,Julian,Marquez,The Cuban Missile Crisis,"6' 2""",185 lbs.,"72.0""",1.88,84.09,182.88,Orthodox,"May08,1990",4.86,44.0,4.99,51.0,0.0,0.0,53.0,2.6,9,4,0
2259,Carmelo,Marrero,The Fury,"6' 0""",205 lbs.,"73.0""",1.83,93.18,185.42,Orthodox,"Jan26,1981",0.84,34.0,2.04,54.0,3.21,36.0,36.0,0.9,16,6,0
2260,Cesar,Marscucci,,--,--,--,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0
2261,John,Marsh,,"6' 0""",265 lbs.,--,1.83,120.45,,Orthodox,"Sep15,1970",0.83,42.0,2.23,40.0,0.43,100.0,54.0,0.4,8,7,0
2262,CJ,Marsh,,--,--,--,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,7,0
2263,Eliot,Marshall,Fire,"6' 2""",205 lbs.,"77.0""",1.88,93.18,195.58,Orthodox,"Jul07,1980",1.93,27.0,2.39,67.0,0.47,33.0,79.0,0.9,10,4,0
2264,Doug,Marshall,The Rhino,"5' 10""",205 lbs.,--,1.78,93.18,,Orthodox,"Sep09,1975",6.99,46.0,4.02,60.0,0.0,0.0,66.0,2.4,18,8,0
2265,David,Marshall,,"6' 2""",170 lbs.,--,1.88,77.27,,,"Aug24,1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,0
2266,Francis,Marshall,Fire,"5' 9""",145 lbs.,"72.0""",1.75,65.91,182.88,Orthodox,"Mar03,1999",3.66,33.0,4.07,53.0,3.29,50.0,0.0,0.7,7,2,0
2267,Jack,Marshman,The Hammer,"6' 0""",185 lbs.,"73.0""",1.83,84.09,185.42,Orthodox,"Dec19,1989",2.74,25.0,4.19,56.0,0.0,0.0,20.0,0.0,23,10,0
2268,Terry,Martin,,"5' 8""",185 lbs.,"71.0""",1.73,84.09,180.34,Orthodox,"Oct10,1980",2.82,43.0,3.13,54.0,3.1,42.0,92.0,0.0,23,11,0
2269,Eric,Martin,,--,--,--,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
2270,Justin,Martin,,"6' 0""",185 lbs.,--,1.83,84.09,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0
2271,Dave,Martin,,"6' 0""",205 lbs.,--,1.83,93.18,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
2272,Joe,Martin,,"5' 9""",170 lbs.,--,1.75,77.27,,,--,0.73,40.0,2.4,45.0,0.0,0.0,16.0,0.0,6,8,0
2273,Anthony Rocco,Martin,,"6' 0""",170 lbs.,"73.0""",1.83,77.27,185.42,Orthodox,"Dec11,1989",2.68,37.0,2.59,58.0,0.71,27.0,68.0,1.0,17,6,0
2274,Mallory,Martin,,"5' 4""",115 lbs.,"63.0""",1.63,52.27,160.02,Orthodox,"Jan29,1994",4.42,48.0,6.64,55.0,2.28,43.0,25.0,0.3,7,5,0
2275,Michal,Martinek,,"6' 2""",230 lbs.,--,1.88,104.55,,Southpaw,"Apr19,1990",2.45,53.0,4.29,51.0,0.0,0.0,0.0,0.0,7,1,0
2276,Rainy,Martinez,,"6' 0""",199 lbs.,--,1.83,90.45,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
2277,Danny,Martinez,The Gremlin,"5' 6""",125 lbs.,"67.0""",1.68,56.82,170.18,Orthodox,"Jun14,1985",2.73,28.0,3.77,63.0,3.0,45.0,36.0,0.0,21,8,0
2278,Alonzo,Martinez,Zo Diddy,"5' 10""",155 lbs.,--,1.78,70.45,,,"Apr22,1984",3.07,27.0,7.33,52.0,0.0,0.0,0.0,0.0,42,20,1
2279,Henry,Martinez,Sicario,"5' 7""",155 lbs.,"69.0""",1.7,70.45,175.26,Southpaw,"Aug07,1983",2.79,25.0,4.01,60.0,0.0,0.0,80.0,0.0,9,4,0
2280,Jonathan,Martinez,Dragon,"5' 8""",135 lbs.,"70.0""",1.73,61.36,177.8,Southpaw,"Apr20,1994",4.64,50.0,3.76,58.0,0.44,41.0,69.0,0.1,19,4,0
2281,Poppies,Martinez,The Tachi Kid,"5' 9""",145 lbs.,--,1.75,65.91,,,"Aug19,1983",2.88,50.0,2.16,51.0,1.54,33.0,50.0,9.2,29,11,0
2282,Andrew,Martinez,Mickey D,"5' 9""",215 lbs.,--,1.75,97.73,,,--,3.4,31.0,2.3,47.0,1.5,50.0,0.0,0.0,9,6,0
2283,Mana,Martinez,ManaBoi,"5' 10""",135 lbs.,"70.0""",1.78,61.36,177.8,Orthodox,"Mar25,1996",4.33,48.0,4.94,50.0,0.72,42.0,25.0,0.5,10,4,0
2284,Victor,Martinez,The Brick,"5' 8""",155 lbs.,"70.0""",1.73,70.45,177.8,Orthodox,"Jul17,1991",8.65,50.0,7.45,54.0,0.86,50.0,80.0,0.0,13,5,0
2285,Roque,Martinez,,"5' 10""",250 lbs.,"72.0""",1.78,113.64,182.88,Orthodox,"Mar04,1986",3.28,53.0,4.9,56.0,0.38,50.0,53.0,0.4,15,8,2
2286,Melissa,Martinez,Super Mely,"5' 2""",115 lbs.,"66.0""",1.57,52.27,167.64,Southpaw,"Aug18,1997",3.0,57.0,2.53,45.0,1.0,50.0,0.0,0.0,7,1,0
2287,Wagner da Conceicao,Martins,Zuluzinho,"6' 7""",390 lbs.,--,2.01,177.27,,Orthodox,"May19,1978",1.91,37.0,5.43,42.0,2.2,100.0,100.0,0.0,9,8,0
2288,Adriano,Martins,,"5' 10""",155 lbs.,"72.0""",1.78,70.45,182.88,Southpaw,"Dec16,1982",1.8,38.0,2.14,65.0,0.83,80.0,81.0,0.4,28,9,0
2289,Lucas,Martins,Mineiro,"6' 0""",145 lbs.,"72.0""",1.83,65.91,182.88,Southpaw,"Nov11,1988",2.87,35.0,4.14,60.0,0.0,0.0,76.0,0.5,19,3,0
2290,Max,Martyniouk,Payne,--,155 lbs.,--,,70.45,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2291,Bristol,Marunde,,"6' 1""",170 lbs.,"75.0""",1.85,77.27,190.5,Orthodox,"Apr20,1982",1.42,21.0,4.4,47.0,1.6,33.0,14.0,0.0,16,10,0
2292,Shoji,Maruyama,,"5' 7""",139 lbs.,--,1.7,63.18,,Orthodox,"Apr24,1983",1.4,63.0,0.27,55.0,0.0,0.0,54.0,0.0,12,9,1
2293,Kazuma,Maruyama,Gluttony,"5' 11""",155 lbs.,"72.0""",1.8,70.45,182.88,Orthodox,"Jul19,1992",3.83,41.0,2.23,53.0,4.79,33.0,100.0,0.0,11,7,0
2294,Mike,Massenzio,The Master of Disaster,"6' 2""",185 lbs.,"73.0""",1.88,84.09,185.42,Southpaw,"Nov01,1982",2.08,45.0,3.59,54.0,2.74,24.0,50.0,1.4,13,9,0
2295,Jameel,Massouh,,"5' 10""",145 lbs.,"72.0""",1.78,65.91,182.88,Orthodox,"Sep12,1984",1.91,54.0,2.62,55.0,0.67,15.0,50.0,0.7,26,9,0
2296,Tiffany,Masters,Rainbow Renegade,"5' 3""",115 lbs.,"65.0""",1.6,52.27,165.1,Orthodox,"Jul31,1994",3.53,62.0,2.58,50.0,3.06,60.0,0.0,0.0,2,1,0
2297,Jorge,Masvidal,Gamebred,"5' 11""",170 lbs.,"74.0""",1.8,77.27,187.96,Orthodox,"Nov12,1984",4.05,47.0,3.05,64.0,1.38,59.0,72.0,0.3,35,17,0
2298,Al,Matavao,Sweetness,"5' 8""",205 lbs.,"67.0""",1.73,93.18,170.18,Orthodox,"Feb23,1994",7.84,46.0,6.7,58.0,0.0,0.0,0.0,0.0,8,3,0
2299,Tateki,Matsuda,Tech,"5' 7""",125 lbs.,--,1.7,56.82,,Orthodox,"Feb27,1986",3.2,34.0,3.43,69.0,0.0,0.0,16.0,0.0,13,8,0
2300,Daijiro,Matsui,,"5' 9""",200 lbs.,--,1.75,90.91,,Orthodox,"Dec05,1972",0.84,45.0,1.69,55.0,1.83,30.0,43.0,0.4,13,29,7
2301,Koichiro,Matsumoto,,"5' 7""",145 lbs.,--,1.7,65.91,,,"Mar07,1986",1.9,26.0,3.5,31.0,0.0,0.0,0.0,0.0,15,3,1
2302,Jean,Matsumoto,,"5' 6""",135 lbs.,"68.0""",1.68,61.36,172.72,Orthodox,"Sep09,1999",6.67,36.0,6.6,49.0,0.0,0.0,66.0,0.0,14,0,0
2303,Koyomi,Matsushima,,"5' 7""",145 lbs.,"66.0""",1.7,65.91,167.64,Orthodox,"Oct08,1992",2.7,47.0,2.83,59.0,9.0,52.0,33.0,0.0,13,6,0
2304,Naoki,Matsushita,,"5' 6""",155 lbs.,--,1.68,70.45,,Orthodox,--,3.3,32.0,2.2,63.0,1.5,100.0,0.0,0.0,12,16,11
2305,AJ,Matthews,,"5' 11""",185 lbs.,--,1.8,84.09,,,--,5.11,52.0,4.96,51.0,0.0,0.0,100.0,0.0,8,7,0
2306,Jake,Matthews,The Celtic Kid,"5' 11""",170 lbs.,"73.0""",1.8,77.27,185.42,Orthodox,"Aug19,1994",3.3,45.0,2.56,60.0,1.59,40.0,62.0,0.6,19,7,0
2307,Connor,Matthews,The Controller,"5' 8""",145 lbs.,"71.0""",1.73,65.91,180.34,Switch,"May31,1992",5.3,44.0,6.19,56.0,2.97,53.0,50.0,0.7,7,2,0
2308,Claudio,Mattos,Popeye,--,185 lbs.,--,,84.09,,Orthodox,--,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0,5,4,0
2309,John,Matua,,"6' 2""",400 lbs.,--,1.88,181.82,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0
2310,Francesco,Maturi,,--,--,--,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
2311,Vladimir,Matyushenko,The Janitor,"6' 0""",205 lbs.,"74.0""",1.83,93.18,187.96,Orthodox,"Jan04,1971",1.9,44.0,1.62,59.0,3.25,46.0,70.0,0.1,27,8,0
2312,Miranda,Maverick,Fear The,"5' 3""",125 lbs.,"65.0""",1.6,56.82,165.1,Southpaw,"Jul01,1997",3.8,47.0,2.6,59.0,2.49,46.0,40.0,0.4,15,5,0
2313,Nick,Maximov,,"6' 0""",185 lbs.,"76.0""",1.83,84.09,193.04,Southpaw,"Dec23,1997",1.93,45.0,2.64,46.0,4.16,45.0,35.0,0.2,8,2,0
2314,Elaina,Maxwell,Beef,"5' 8""",145 lbs.,--,1.73,65.91,,Orthodox,"Dec16,1978",2.07,60.0,2.4,53.0,0.0,0.0,50.0,1.0,7,4,0
2315,Jeremy,May,,"6' 1""",185 lbs.,--,1.85,84.09,,,"Oct23,1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,10,0
2316,Jack,May,The Outlaw,"6' 8""",255 lbs.,--,2.03,115.91,,Switch,"Apr14,1981",1.52,38.0,3.29,33.0,0.91,33.0,20.0,0.0,9,3,0
2317,Don'Tale,Mayes,Lord Kong,"6' 6""",260 lbs.,"81.0""",1.98,118.18,205.74,Orthodox,"Jan16,1992",3.6,44.0,3.84,46.0,0.79,43.0,60.0,0.0,10,6,0
2318,Gray,Maynard,,"5' 9""",155 lbs.,"70.0""",1.75,70.45,177.8,Orthodox,"May09,1979",1.92,32.0,2.64,66.0,2.91,47.0,81.0,0.7,13,7,1
2319,Brooke,Mayo,The Bully,"5' 7""",125 lbs.,--,1.7,56.82,,,--,1.92,34.0,3.2,63.0,3.2,60.0,0.0,2.1,0,1,0
2320,Gina,Mazany,Danger,"5' 6""",125 lbs.,"68.0""",1.68,56.82,172.72,Southpaw,"Aug19,1988",3.73,50.0,3.52,50.0,4.34,52.0,33.0,0.2,7,6,0
2321,Sabina,Mazo,Colombian Queen,"5' 7""",125 lbs.,"70.0""",1.7,56.82,177.8,Orthodox,"Mar25,1997",6.1,43.0,4.35,57.0,0.65,80.0,59.0,0.2,9,4,0
2322,Scott,McAfee,,"5' 8""",155 lbs.,--,1.73,70.45,,Orthodox,"Aug23,1983",0.0,0.0,1.33,50.0,0.0,0.0,0.0,0.0,14,7,0
2323,Bobby,McAndrews,,--,--,--,,,,Orthodox,--,2.56,83.0,1.03,50.0,0.0,0.0,33.0,7.7,1,3,0
2324,Michael,McBride,,"6' 1""",155 lbs.,--,1.85,70.45,,Orthodox,"Mar09,1986",4.08,48.0,5.85,40.0,1.85,42.0,30.0,1.2,8,3,0
2325,Ian,McCall,Uncle Creepy,"5' 5""",125 lbs.,"64.0""",1.65,56.82,162.56,Orthodox,"May07,1984",3.59,39.0,3.25,67.0,2.08,30.0,88.0,0.0,13,5,1
2326,Molly,McCann,Meatball,"5' 4""",115 lbs.,"62.0""",1.63,52.27,157.48,Orthodox,"May04,1990",5.79,49.0,4.94,63.0,1.82,38.0,43.0,0.6,14,6,0
2327,Charles,McCarthy,Chainsaw,"5' 10""",185 lbs.,"71.0""",1.78,84.09,180.34,Orthodox,"Aug06,1980",0.18,12.0,4.03,56.0,2.67,60.0,0.0,2.7,10,5,0
2328,Sean,McCorkle,,"6' 7""",265 lbs.,"81.0""",2.01,120.45,205.74,Orthodox,"Jul17,1976",0.85,44.0,2.48,52.0,2.12,40.0,33.0,4.2,17,7,0
2329,Kris,McCray,Savage,"6' 0""",170 lbs.,"76.0""",1.83,77.27,193.04,Orthodox,"Sep24,1981",2.69,45.0,2.57,54.0,2.88,55.0,38.0,0.0,8,5,0
2330,Tamdan,McCrory,The Barncat,"6' 4""",185 lbs.,"76.0""",1.93,84.09,193.04,Switch,"Nov05,1986",2.07,49.0,1.6,46.0,2.28,50.0,33.0,2.5,14,5,0
2331,Rob,McCullough,Razor,"5' 9""",155 lbs.,"69.0""",1.75,70.45,175.26,Orthodox,"May26,1977",2.47,36.0,2.84,59.0,0.46,100.0,68.0,0.0,19,8,0
2332,Justin,McCully,The Insane One,"6' 1""",225 lbs.,"73.0""",1.85,102.27,185.42,Orthodox,"Feb18,1976",1.58,37.0,2.02,46.0,1.28,44.0,43.0,0.0,11,5,2
2333,Robert,McDaniel,Bubba,"6' 3""",185 lbs.,"75.0""",1.91,84.09,190.5,Southpaw,"May03,1983",1.64,44.0,1.98,56.0,0.93,50.0,50.0,1.4,28,10,0
2334,Michael,McDonald,The Black Sniper,"5' 11""",205 lbs.,--,1.8,93.18,,Orthodox,"Feb06,1965",0.0,0.0,0.4,50.0,0.0,0.0,0.0,0.0,1,1,0
2335,Scott,McDonald,,--,--,--,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
2336,Michael,McDonald,Mayday,"5' 9""",135 lbs.,"70.0""",1.75,61.36,177.8,Orthodox,"Jan15,1991",2.69,42.0,2.76,57.0,1.09,66.0,52.0,1.4,17,4,0
2337,Josh,McDonald,,--,185 lbs.,--,,84.09,,,--,0.8,57.0,3.4,33.0,9.0,50.0,0.0,0.0,9,5,0
2338,Miles,McDonald,,"5' 7""",115 lbs.,--,1.7,52.27,,,"Aug13,1991",5.1,45.0,4.0,43.0,0.0,0.0,100.0,1.0,2,1,0
2339,Justin,McElfresh,,"6' 6""",205 lbs.,--,1.98,93.18,,Orthodox,"Jan04,1980",4.59,26.0,12.79,41.0,0.0,0.0,0.0,0.0,6,4,0
2340,Drew,McFedries,The Massacre,"6' 0""",185 lbs.,"72.0""",1.83,84.09,182.88,Southpaw,"Jul27,1978",5.13,51.0,4.56,52.0,1.42,100.0,56.0,0.7,12,7,0
2341,Liam,McGeary,,"6' 6""",205 lbs.,--,1.98,93.18,,,"Oct04,1982",1.28,48.0,1.92,50.0,0.51,100.0,0.0,2.5,12,2,0
2342,Gan,McGee,The Giant,"6' 10""",265 lbs.,--,2.08,120.45,,Orthodox,"Nov20,1976",2.2,29.0,2.31,59.0,0.65,25.0,83.0,0.0,13,5,0
2343,Court,McGee,The Crusher,"5' 11""",170 lbs.,"75.0""",1.8,77.27,190.5,Orthodox,"Dec12,1984",4.63,37.0,3.68,60.0,1.89,25.0,69.0,0.4,22,12,0
2344,Marcus,McGhee,The Maniac,"5' 8""",135 lbs.,"69.0""",1.73,61.36,175.26,Orthodox,"May07,1990",5.43,51.0,2.52,71.0,0.84,33.0,100.0,0.8,9,1,0
2345,Ryan,McGillivray,The Kid,"5' 11""",170 lbs.,--,1.8,77.27,,,"Sep27,1986",1.27,20.0,2.2,52.0,0.0,0.0,44.0,0.0,12,0,1
2346,Ryan,McGivern,,"6' 0""",185 lbs.,--,1.83,84.09,,Orthodox,"Jan17,1980",2.22,29.0,2.22,57.0,0.0,0.0,0.0,0.0,13,7,0
2347,Jack,McGlaughlin,,--,--,--,,,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0
2348,Conor,McGregor,The Notorious,"5' 9""",155 lbs.,"74.0""",1.75,70.45,187.96,Southpaw,"Jul14,1988",5.32,49.0,4.66,54.0,0.67,55.0,66.0,0.1,22,6,0
2349,Greg,McIntyre,,"5' 10""",155 lbs.,--,1.78,70.45,,Orthodox,"Apr21,1980",0.79,30.0,1.36,41.0,5.09,50.0,0.0,0.0,6,4,0
2350,Antonio,McKee,Mandingo,"5' 8""",155 lbs.,--,1.73,70.45,,Southpaw,"Mar12,1970",1.37,45.0,0.74,74.0,1.47,33.0,57.0,0.0,29,6,2
2351,AJ,McKee,Mercenary,"5' 10""",145 lbs.,--,1.78,65.91,,,--,2.75,32.0,0.92,80.0,11.01,100.0,100.0,11.0,8,0,0
2352,Rhys,McKee,Skeletor,"6' 2""",170 lbs.,"78.0""",1.88,77.27,198.12,Orthodox,"Sep10,1995",4.8,45.0,7.85,42.0,0.0,0.0,41.0,0.0,13,6,1
2353,Cory,McKenna,Poppins,"5' 3""",115 lbs.,"58.0""",1.6,52.27,147.32,Orthodox,"Jul11,1999",3.0,40.0,3.19,48.0,2.22,58.0,71.0,0.4,8,3,0
2354,Tim,McKenzie,,"6' 0""",185 lbs.,"74.0""",1.83,84.09,187.96,Orthodox,"Jul21,1982",1.37,54.0,2.96,44.0,0.0,0.0,28.0,2.1,14,9,0
2355,Cody,McKenzie,,"6' 0""",155 lbs.,"72.0""",1.83,70.45,182.88,Switch,"Dec16,1987",1.74,34.0,2.5,67.0,2.5,25.0,14.0,2.5,16,10,0
2356,Terrance,McKinney,T. Wrecks,"5' 10""",155 lbs.,"73.0""",1.78,70.45,185.42,Switch,"Sep15,1994",4.46,52.0,2.51,44.0,3.52,36.0,85.0,1.0,15,6,0
2357,Brian,McLaughlin,,"5' 9""",155 lbs.,--,1.75,70.45,,,"May12,1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0
2358,Jason,McLean,,"5' 5""",145 lbs.,--,1.65,65.91,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,0
2359,Garreth,McLellan,Soldier Boy,"6' 1""",185 lbs.,"72.0""",1.85,84.09,182.88,Southpaw,"Sep01,1982",3.56,54.0,2.94,45.0,1.15,22.0,34.0,0.9,13,6,0
2360,Sara,McMann,,"5' 6""",135 lbs.,"66.0""",1.68,61.36,167.64,Orthodox,"Sep24,1980",2.26,46.0,1.92,47.0,4.38,65.0,50.0,0.5,13,6,0
2361,James,McSweeney,The Hammer,"6' 4""",230 lbs.,"77.0""",1.93,104.55,195.58,Switch,"Oct24,1980",3.94,55.0,4.33,42.0,0.52,33.0,100.0,1.1,15,15,0
2362,Charles,McTorry,,--,--,--,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0
2363,Daniel,McWilliams,The Animal,"6' 1""",185 lbs.,--,1.85,84.09,,,--,3.36,77.0,0.0,0.0,0.0,0.0,100.0,21.6,15,37,0
2364,Tim,Means,The Dirty Bird,"6' 2""",170 lbs.,"75.0""",1.88,77.27,190.5,Orthodox,"Feb20,1984",5.1,49.0,3.65,60.0,1.16,42.0,65.0,0.2,33,15,1
2365,Yancy,Medeiros,,"5' 10""",155 lbs.,"75.0""",1.78,70.45,190.5,Orthodox,"Sep07,1987",4.36,37.0,5.67,47.0,0.33,50.0,73.0,0.7,15,8,0
2366,Anistavio,Medeiros,Gasparzinho,"5' 6""",145 lbs.,--,1.68,65.91,,Orthodox,"May01,1988",3.64,44.0,5.0,47.0,0.0,0.0,0.0,0.0,19,10,0
2367,Kaline,Medeiros,The Dark Angel,"5' 3""",115 lbs.,--,1.6,52.27,,,--,2.06,70.0,0.29,83.0,4.41,100.0,0.0,4.4,8,5,0
