,First,Last,Nickname,Ht.,Wt.,Reach,Ht. (m),Wt. (kg),Reach. (cm),Stance,DOB,SLpM,Str.Acc.,SApM,Str.Def,TDAvg.,TDAcc.,TDDef.,Sub.Avg.,W,L,D
644,Ryo,Chonan,Piranah,"5' 9""",170 lbs.,"70.0""",1.75,77.27,177.8,Orthodox,"Oct08,1976",2.57,43.0,2.25,60.0,0.61,41.0,39.0,0.3,22,13,0
645,Will,Chope,The Kill,"6' 4""",145 lbs.,--,1.93,65.91,,Switch,"Sep08,1990",4.43,27.0,9.93,46.0,0.0,0.0,0.0,0.0,34,13,0
646,Joachim,Christensen,,"6' 3""",205 lbs.,"76.0""",1.91,93.18,193.04,Orthodox,"Nov07,1978",3.78,41.0,3.29,46.0,0.0,0.0,0.0,0.0,14,6,0
647,Dan,Christison,The Sandman,"6' 8""",265 lbs.,--,2.03,120.45,,Orthodox,"Apr26,1972",4.23,51.0,3.88,54.0,0.0,0.0,37.0,1.1,20,7,0
648,Anthony,Christodoulou,,"5' 9""",155 lbs.,--,1.75,70.45,,Orthodox,"Jul30,1987",2.19,26.0,5.9,45.0,0.0,0.0,40.0,0.0,12,7,0
649,Murad,Chunkaiev,,"5' 11""",185 lbs.,--,1.8,84.09,,Orthodox,--,0.85,16.0,3.41,66.0,8.53,100.0,0.0,0.0,8,4,0
650,Cameron,Church,,"5' 11""",155 lbs.,"72.0""",1.8,70.45,182.88,Orthodox,"Sep27,1990",4.0,40.0,4.93,50.0,0.0,0.0,60.0,1.0,4,1,0
651,Steven,Ciaccio,Stryker,"6' 0""",170 lbs.,--,1.83,77.27,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0
652,Mike,Ciesnolevicz,,"6' 0""",235 lbs.,--,1.83,106.82,,Orthodox,"Oct28,1979",0.51,50.0,4.62,57.0,0.0,0.0,20.0,5.1,19,4,0
653,Hannah,Cifers,Shockwave,"5' 1""",115 lbs.,"62.0""",1.55,52.27,157.48,Orthodox,"Jun26,1992",4.99,44.0,5.39,52.0,0.26,100.0,64.0,0.3,10,7,0
654,Branko,Cikatic,,"6' 1""",215 lbs.,--,1.85,97.73,,Orthodox,"Oct03,1954",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
655,Nikolajus,Cilkinas,,--,--,--,,,,Orthodox,--,0.0,0.0,5.88,16.0,0.0,0.0,0.0,0.0,2,6,0
656,Misha,Cirkunov,,"6' 3""",205 lbs.,"77.0""",1.91,93.18,195.58,Orthodox,"Feb27,1987",3.86,51.0,3.06,57.0,4.15,39.0,76.0,1.7,15,9,0
657,Johnny,Cisneros,The Tattooed Terror,"5' 11""",170 lbs.,--,1.8,77.27,,,"Feb05,1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,6,0
658,Laverne,Clark,,"5' 11""",170 lbs.,--,1.8,77.27,,Orthodox,"Dec02,1973",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,21,1
659,Logan,Clark,,"6' 2""",185 lbs.,--,1.88,84.09,,Orthodox,"Feb16,1985",2.2,54.0,1.49,53.0,0.31,100.0,30.0,2.1,18,6,0
660,Mychal,Clark,,"6' 3""",224 lbs.,--,1.91,101.82,,Orthodox,--,5.8,56.0,2.9,59.0,0.0,0.0,0.0,0.0,10,14,0
661,Dominic,Clark,,"5' 10""",155 lbs.,--,1.78,70.45,,,"Aug01,1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,7,0
662,Heather,Clark,Hurricane,"5' 6""",115 lbs.,"64.0""",1.68,52.27,162.56,Orthodox,"Sep19,1980",3.69,49.0,5.62,50.0,0.33,4.0,80.0,0.3,7,6,0
663,Devin,Clark,Brown Bear,"6' 0""",205 lbs.,"75.0""",1.83,93.18,190.5,Orthodox,"Apr12,1990",3.03,54.0,3.24,44.0,2.17,32.0,58.0,0.1,14,9,0
664,Jessica-Rose,Clark,,"5' 5""",135 lbs.,"64.0""",1.65,61.36,162.56,Orthodox,"Nov28,1987",3.73,51.0,3.51,58.0,1.66,42.0,62.0,0.3,11,9,0
665,John,Clarke,,--,170 lbs.,--,,77.27,,,"Aug15,1977",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
666,Mitch,Clarke,Danger Zone,"5' 10""",155 lbs.,"73.0""",1.78,70.45,185.42,Orthodox,"Nov24,1985",2.35,34.0,3.27,47.0,0.64,15.0,50.0,0.4,11,5,0
667,Rich,Clementi,No Love,"5' 9""",155 lbs.,"72.0""",1.75,70.45,182.88,Southpaw,"Mar31,1976",1.43,37.0,2.29,60.0,1.72,42.0,25.0,1.1,45,23,1
668,Chris,Clements,The Menace,"5' 10""",170 lbs.,"70.0""",1.78,77.27,177.8,Orthodox,"Feb09,1976",3.2,49.0,2.37,44.0,0.0,0.0,32.0,0.3,12,6,0
669,RJ,Clifford,,--,160 lbs.,--,,72.73,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0
670,Mark,Climaco,,"5' 4""",125 lbs.,"65.0""",1.63,56.82,165.1,Southpaw,"Nov06,1997",4.13,59.0,2.9,57.0,3.5,36.0,46.0,0.0,9,2,0
671,Josh,Clopton,The Gentleman,"5' 6""",145 lbs.,--,1.68,65.91,,Orthodox,"Jul11,1981",1.6,64.0,2.87,50.0,2.0,66.0,75.0,0.0,6,2,1
672,Brian,Cobb,,"5' 11""",155 lbs.,--,1.8,70.45,,Orthodox,--,0.0,0.0,3.68,55.0,5.81,50.0,0.0,0.0,20,9,0
673,Darryl,Cobb,,"5' 9""",185 lbs.,--,1.75,84.09,,,"Aug04,1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,8,0
674,Dave,Cochran,,"5' 6""",155 lbs.,--,1.68,70.45,,,"May10,1973",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,29,1
675,Dakota,Cochrane,,"5' 8""",155 lbs.,--,1.73,70.45,,,"May01,1986",2.66,75.0,2.66,30.0,4.43,33.0,0.0,0.0,29,12,0
676,Marloes,Coenen,,"5' 9""",145 lbs.,"67.0""",1.75,65.91,170.18,,"Mar31,1981",2.15,51.0,1.9,67.0,0.82,30.0,41.0,2.5,23,8,0
677,Marc,Cofer,,--,185 lbs.,--,,84.09,,,"Mar03,1972",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,0
678,John,Cofer,The Potter,"5' 9""",155 lbs.,--,1.75,70.45,,Southpaw,"Apr29,1984",2.73,41.0,3.43,62.0,1.22,50.0,64.0,0.0,8,4,0
679,Chris,Coggins,,--,--,--,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,10,0
680,Felipe,Colares,Cabocao,"5' 8""",145 lbs.,"69.0""",1.73,65.91,175.26,Orthodox,"Mar31,1994",2.17,45.0,4.65,36.0,1.88,24.0,43.0,0.5,10,4,0
681,Wayne,Cole,,"6' 1""",205 lbs.,--,1.85,93.18,,Orthodox,--,0.57,20.0,8.33,27.0,4.31,25.0,0.0,4.3,16,25,0
682,Devin,Cole,,"6' 4""",240 lbs.,--,1.93,109.09,,Orthodox,"Oct01,1976",3.5,55.0,2.14,48.0,2.18,42.0,66.0,0.0,20,10,1
683,Coltin,Cole,,--,185 lbs.,--,,84.09,,,"Apr24,1989",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,0
684,Ivan,Cole,JP,"5' 9""",135 lbs.,--,1.75,61.36,,,"Nov30,1990",2.68,36.0,4.69,46.0,0.0,0.0,0.0,0.0,2,3,0
685,Chandler,Cole,The Hammer,"5' 10""",264 lbs.,"72.0""",1.78,120.0,182.88,Orthodox,"Jan09,1995",2.45,60.0,3.59,26.0,0.0,0.0,0.0,0.0,10,4,0
686,Mark,Coleman,The Hammer,"6' 1""",205 lbs.,"75.0""",1.85,93.18,190.5,Orthodox,"Dec20,1964",1.88,52.0,2.62,40.0,3.89,40.0,50.0,0.8,16,10,0
687,Cortez,Coleman,Hollywood,"6' 1""",185 lbs.,--,1.85,84.09,,,"Jan28,1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,8,0
688,Clay,Collard,Cassius,"5' 11""",145 lbs.,"73.0""",1.8,65.91,185.42,Orthodox,"Mar10,1993",4.22,32.0,5.0,50.0,2.81,39.0,71.0,0.5,14,7,0
689,Jamie,Colleen,,"5' 3""",115 lbs.,"65.0""",1.6,52.27,165.1,Orthodox,"Nov02,1985",3.11,61.0,5.66,33.0,0.52,33.0,50.0,1.6,4,1,0
690,Jake,Collier,The Prototype,"6' 3""",230 lbs.,"78.0""",1.91,104.55,198.12,Orthodox,"Oct25,1988",5.8,44.0,5.08,50.0,0.71,33.0,67.0,0.6,13,10,0
691,Christian,Colombo,,"6' 5""",265 lbs.,--,1.96,120.45,,Orthodox,"Jul01,1980",2.76,44.0,4.02,42.0,0.0,0.0,33.0,0.0,8,3,1
692,Willian,Colorado,,"5' 10""",135 lbs.,"72.0""",1.78,61.36,182.88,,"Jun21,1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0
693,Wes,Combs,The Soldier,"6' 2""",205 lbs.,--,1.88,93.18,,Orthodox,"Jun18,1973",2.14,48.0,4.73,45.0,0.0,0.0,0.0,0.0,20,6,0
694,Carlos,Condit,The Natural Born Killer,"6' 2""",170 lbs.,"75.0""",1.88,77.27,190.5,Orthodox,"Apr26,1984",3.66,39.0,2.67,55.0,0.59,46.0,38.0,1.0,32,14,0
695,Chris,Condo,,"6' 0""",335 lbs.,--,1.83,152.27,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
696,Wang,Cong,,--,125 lbs.,--,,56.82,,,"May15,1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0
697,Tristan,Connelly,Boondock,"5' 10""",145 lbs.,"68.0""",1.78,65.91,172.72,Orthodox,"Dec12,1985",3.31,51.0,2.96,50.0,0.33,14.0,60.0,0.3,14,8,0
698,Marcos,Conrado Jr.,,"6' 2""",220 lbs.,--,1.88,100.0,,Orthodox,"Mar14,1982",1.6,34.0,9.69,35.0,1.84,14.0,0.0,0.0,5,1,0
699,Jeremiah,Constant,,"6' 1""",240 lbs.,--,1.85,109.09,,Orthodox,"Jul19,1974",1.5,75.0,3.25,43.0,0.0,0.0,0.0,7.5,11,8,0
700,Jonathan,Contrestano,JT,--,155 lbs.,--,,70.45,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0
701,Bob,Cook,Crazy,"5' 9""",170 lbs.,--,1.75,77.27,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0
702,Mike,Cook,,"6' 1""",205 lbs.,--,1.85,93.18,,Orthodox,--,1.72,49.0,2.4,46.0,1.03,33.0,55.0,2.1,13,13,0
703,Chad,Cook,,"6' 2""",205 lbs.,--,1.88,93.18,,,"Nov07,1979",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,12,0
704,TJ,Cook,,--,205 lbs.,--,,93.18,,,"Sep08,1982",2.3,47.0,3.18,54.0,1.01,50.0,0.0,0.0,13,5,0
705,Dewey,Cooper,The Black Cobra,--,205 lbs.,--,,93.18,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0
706,Brett,Cooper,,"6' 0""",170 lbs.,--,1.83,77.27,,Orthodox,"Jul02,1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,12,0
707,Bill,Cooper,,--,155 lbs.,--,,70.45,,,"May05,1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0
708,Bobby,Cooper,Super Duper,"6' 1""",155 lbs.,--,1.85,70.45,,,--,2.87,25.0,3.4,59.0,0.0,0.0,40.0,1.0,12,7,0
709,Amanda,Cooper,ABC,"5' 3""",115 lbs.,"64.0""",1.6,52.27,162.56,Switch,"Oct22,1991",3.55,44.0,3.2,51.0,1.53,38.0,28.0,1.8,3,5,0
710,Kit,Cope,Havoc,"6' 0""",170 lbs.,--,1.83,77.27,,Orthodox,"Mar17,1977",1.18,52.0,2.12,35.0,0.0,0.0,50.0,3.5,6,7,0
711,Chris,Cope,C-Murder,"6' 0""",170 lbs.,"72.0""",1.83,77.27,182.88,Orthodox,"Mar05,1983",3.96,26.0,4.82,50.0,0.0,0.0,80.0,0.0,8,4,0
712,Josh,Copeland,Cuddly Bear,"6' 1""",265 lbs.,--,1.85,120.45,,Orthodox,"Oct20,1982",1.03,31.0,3.01,55.0,0.0,0.0,57.0,0.0,12,4,0
713,Michael,Cora,Kookie Monster,"6' 1""",170 lbs.,"77.0""",1.85,77.27,195.58,Southpaw,"Aug24,1989",0.8,28.0,0.13,66.0,0.0,0.0,25.0,0.0,4,1,0
714,Akira,Corassani,,"5' 8""",145 lbs.,"68.0""",1.73,65.91,172.72,Orthodox,"Aug27,1982",3.25,45.0,4.91,50.0,0.7,28.0,86.0,0.0,12,6,0
715,Muhsin,Corbbrey,,"5' 10""",155 lbs.,--,1.78,70.45,,Orthodox,"May18,1978",2.02,34.0,5.41,53.0,0.0,0.0,80.0,0.4,17,9,0
716,Daniel,Cormier,DC,"5' 11""",235 lbs.,"72.0""",1.8,106.82,182.88,Orthodox,"Mar20,1979",4.25,52.0,2.92,54.0,1.83,44.0,80.0,0.4,22,3,0
717,Nora,Cornolle,,"5' 7""",135 lbs.,"67.0""",1.7,61.36,170.18,Orthodox,"Dec06,1989",2.67,51.0,1.2,57.0,0.0,0.0,37.0,0.0,7,1,0
718,Clint,Coronel,,--,155 lbs.,--,,70.45,,,--,4.93,32.0,5.6,66.0,0.0,0.0,66.0,0.0,2,5,0
719,Henry,Corrales,,"5' 9""",145 lbs.,--,1.75,65.91,,,--,4.12,41.0,5.84,55.0,0.0,0.0,69.0,0.0,13,3,0
720,Bethe,Correia,Pitbull,"5' 5""",135 lbs.,"64.0""",1.65,61.36,162.56,Orthodox,"Jun22,1983",4.37,43.0,4.93,56.0,0.39,18.0,85.0,0.0,11,6,1
721,Wesley,Correira,Cabbage,"6' 3""",260 lbs.,--,1.91,118.18,,Orthodox,"Nov11,1978",2.6,36.0,8.8,40.0,0.0,0.0,90.0,0.0,20,16,0
722,Waldo,Cortes-Acosta,Salsa Boy,"6' 4""",260 lbs.,"78.0""",1.93,118.18,198.12,Orthodox,"Oct03,1991",6.13,47.0,4.02,52.0,0.0,0.0,60.0,0.0,11,1,0
723,Tracy,Cortez,,"5' 5""",125 lbs.,"65.0""",1.65,56.82,165.1,Orthodox,"Dec10,1993",4.11,53.0,2.79,60.0,2.33,46.0,75.0,0.3,11,1,0
724,Reyes,Cortez Jr.,,"5' 7""",135 lbs.,"68.0""",1.7,61.36,172.72,Orthodox,"Jul31,1992",4.1,45.0,7.43,52.0,1.5,11.0,100.0,0.0,7,3,0
725,Chad,Corvin,The Brave Warrior,"6' 5""",255 lbs.,--,1.96,115.91,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0
726,Louis,Cosce,,"5' 9""",170 lbs.,"71.0""",1.75,77.27,180.34,Orthodox,"Aug27,1995",4.31,45.0,5.35,47.0,1.04,20.0,50.0,0.5,7,2,0
727,Orion,Cosce,Galaxy,"5' 11""",170 lbs.,"71.0""",1.8,77.27,180.34,Switch,"Jul15,1994",2.77,53.0,4.02,44.0,1.92,40.0,61.0,0.0,8,2,0
728,Miguel,Cosio,,"6' 4""",205 lbs.,--,1.93,93.18,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,0
729,Jadson,Costa,,"5' 7""",155 lbs.,--,1.7,70.45,,Orthodox,--,0.2,50.0,3.05,50.0,0.0,0.0,0.0,0.0,22,8,0
730,Guilherme,Costa,The Prodigy,--,155 lbs.,--,,70.45,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0
731,Paulo,Costa,The Eraser,"6' 1""",185 lbs.,"72.0""",1.85,84.09,182.88,Orthodox,"Apr21,1991",6.2,58.0,6.38,47.0,0.45,75.0,80.0,0.0,14,3,0
732,Randy,Costa,The Zohan,"5' 9""",135 lbs.,"73.0""",1.75,61.36,185.42,Switch,"Jul06,1994",6.53,46.0,7.58,58.0,0.0,0.0,50.0,0.0,6,4,0
733,Alessandro,Costa,Nono,"5' 4""",125 lbs.,"67.0""",1.63,56.82,170.18,Orthodox,"Jan28,1996",3.75,46.0,3.61,56.0,0.31,16.0,90.0,0.0,13,4,0
734,Melquizael,Costa,Melk Cauthy,"5' 10""",155 lbs.,"71.0""",1.78,70.45,180.34,Southpaw,"Sep14,1996",4.29,46.0,2.99,59.0,2.49,27.0,42.0,0.5,20,7,0
735,Oscar,Cota,Elevation,"6' 0""",230 lbs.,"72.0""",1.83,104.55,182.88,Orthodox,"Oct15,1984",0.33,41.0,2.47,41.0,0.0,0.0,60.0,1.0,11,3,0
736,Patrick,Cote,The Predator,"5' 11""",170 lbs.,"75.0""",1.8,77.27,190.5,Orthodox,"Feb29,1980",2.81,48.0,3.21,48.0,0.68,20.0,43.0,0.2,23,11,0
737,JC,Cottrell,,"5' 9""",155 lbs.,--,1.75,70.45,,Orthodox,"Nov04,1989",0.79,25.0,2.75,45.0,0.79,100.0,50.0,0.0,17,5,0
738,JR,Coughran,Bam Bam,"5' 6""",145 lbs.,--,1.68,65.91,,Orthodox,"May17,1994",12.29,57.0,6.8,45.0,0.0,0.0,75.0,0.0,4,1,0
739,Rashad,Coulter,Daywalker,"5' 11""",205 lbs.,"76.0""",1.8,93.18,193.04,Orthodox,"Nov27,1981",4.82,56.0,6.68,50.0,0.0,0.0,62.0,0.0,9,4,0
740,Dave,Courchaine,,"5' 8""",170 lbs.,--,1.73,77.27,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,7,0
741,Randy,Couture,The Natural,"6' 1""",205 lbs.,"75.0""",1.85,93.18,190.5,Orthodox,"Jun22,1963",2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,19,11,0
742,Kim,Couture,Sugar Free,"5' 8""",135 lbs.,--,1.73,61.36,,Orthodox,"Dec18,1975",12.12,80.0,2.31,69.0,0.0,0.0,0.0,0.0,3,8,0
743,Ryan,Couture,,"5' 10""",155 lbs.,"73.0""",1.78,70.45,185.42,Orthodox,"Aug27,1982",3.54,45.0,2.87,54.0,1.55,29.0,46.0,1.3,11,5,0
744,Nikk,Covert,The Brick,"5' 8""",185 lbs.,--,1.73,84.09,,,"Aug04,1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0
745,Colby,Covington,Chaos,"5' 11""",170 lbs.,"72.0""",1.8,77.27,182.88,Orthodox,"Feb22,1988",3.88,38.0,2.98,55.0,3.79,44.0,67.0,0.2,17,4,0
746,Hailey,Cowan,All Hail,"5' 8""",135 lbs.,"67.0""",1.73,61.36,170.18,Southpaw,"Feb12,1992",2.97,42.0,3.17,34.0,1.5,33.0,80.0,0.0,7,3,0
747,Jeff,Cox,The Grinder,"5' 10""",155 lbs.,--,1.78,70.45,,Orthodox,"Aug02,1968",0.56,25.0,1.69,33.0,4.23,50.0,80.0,0.0,10,7,0
748,Nathan,Coy,Soulforce,"5' 10""",170 lbs.,"69.0""",1.78,77.27,175.26,Southpaw,"Jul24,1978",3.88,52.0,2.4,61.0,3.17,47.0,50.0,0.0,15,7,0
749,Andrew,Craig,Highlight,"6' 1""",170 lbs.,"76.0""",1.85,77.27,193.04,Orthodox,"Jan15,1986",2.39,40.0,3.01,50.0,0.53,37.0,72.0,0.0,9,4,0
750,Paul,Craig,Bearjew,"6' 3""",185 lbs.,"76.0""",1.91,84.09,193.04,Orthodox,"Nov27,1987",2.42,46.0,2.86,45.0,1.76,22.0,37.0,1.6,17,7,1
751,Dan,Cramer,,"6' 2""",170 lbs.,--,1.88,77.27,,Orthodox,"Oct31,1985",0.97,30.0,2.1,31.0,0.0,0.0,66.0,0.5,11,4,0
752,Alberto,Crane,,"5' 5""",155 lbs.,--,1.65,70.45,,Orthodox,"Jul14,1976",0.43,25.0,2.61,57.0,0.0,0.0,50.0,4.0,15,5,0
753,Tim,Credeur,,"6' 3""",185 lbs.,"75.0""",1.91,84.09,190.5,Orthodox,"Jul09,1977",3.59,30.0,3.13,57.0,0.41,100.0,50.0,3.3,12,4,0
754,Paul,Creighton,,"5' 6""",155 lbs.,--,1.68,70.45,,Southpaw,"Jun04,1970",0.72,75.0,4.65,30.0,5.37,37.0,0.0,0.0,3,1,0
755,Helena,Crevar,,--,--,--,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
756,Alexander,Crispim,,--,145 lbs.,--,,65.91,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6,0
757,Alex,Crispin,,--,155 lbs.,--,,70.45,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
758,Kevin,Croom,Crash,"5' 11""",135 lbs.,"73.0""",1.8,61.36,185.42,Orthodox,"Jul15,1987",2.65,34.0,3.1,41.0,0.48,5.0,30.0,0.5,21,15,0
759,Kiefer,Crosbie,BDK,"5' 11""",170 lbs.,"70.0""",1.8,77.27,177.8,Switch,"Apr05,1990",8.1,66.0,6.02,50.0,0.0,0.0,0.0,0.0,10,4,0
760,Ken,Cross,The Boss,"6' 0""",155 lbs.,"72.0""",1.83,70.45,182.88,Southpaw,"Oct04,1994",2.2,57.0,1.4,55.0,1.0,12.0,66.0,0.0,11,3,0
761,Jeff,Crotty,,--,155 lbs.,--,,70.45,,,--,0.93,35.0,3.33,54.0,5.0,38.0,0.0,1.0,1,1,0
762,Allen,Crowder,Pretty Boy,"6' 3""",245 lbs.,"76.0""",1.91,111.36,193.04,Orthodox,"Nov08,1989",2.95,51.0,2.95,56.0,1.85,33.0,100.0,1.2,10,4,0
763,Daron,Cruickshank,Detroit Superstar,"5' 8""",155 lbs.,"72.0""",1.73,70.45,182.88,Switch,"Jun11,1985",2.88,38.0,2.98,57.0,2.04,41.0,60.0,0.2,18,10,0
764,Richard,Crunkilton,Cleat,"5' 7""",155 lbs.,--,1.7,70.45,,Orthodox,"Nov25,1979",1.72,41.0,1.45,58.0,4.08,61.0,65.0,1.3,19,4,0
765,Jimmy,Crute,,"6' 2""",205 lbs.,"74.0""",1.88,93.18,187.96,Orthodox,"Mar04,1996",3.68,54.0,3.04,44.0,4.84,57.0,60.0,2.0,12,4,1
766,Marcio,Cruz,Pe de Pano,"6' 4""",232 lbs.,--,1.93,105.45,,Orthodox,"Apr24,1978",2.92,46.0,1.51,68.0,0.53,7.0,37.0,1.6,8,3,0
767,Dominick,Cruz,The Dominator,"5' 8""",135 lbs.,"68.0""",1.73,61.36,172.72,Orthodox,"Mar09,1985",3.91,33.0,2.61,70.0,2.82,42.0,83.0,0.1,24,4,0
768,Aalon,Cruz,,"6' 0""",145 lbs.,"78.0""",1.83,65.91,198.12,Switch,"Sep20,1989",7.58,39.0,8.88,58.0,0.0,0.0,0.0,0.0,8,4,0
769,Timmy,Cuamba,Twilight,"5' 9""",155 lbs.,"71.0""",1.75,70.45,180.34,Orthodox,"Feb08,1999",2.53,34.0,4.23,57.0,0.5,16.0,71.0,0.0,8,2,0
770,Jay,Cucciniello,,"5' 7""",155 lbs.,--,1.7,70.45,,Orthodox,"Jul23,1986",0.93,21.0,4.73,36.0,0.0,0.0,71.0,0.0,8,1,0
771,Emilio,Cuellar,Show Kid,--,125 lbs.,--,,56.82,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0
772,Josh,Culibao,Kuya,"5' 10""",145 lbs.,"73.0""",1.78,65.91,185.42,Orthodox,"May24,1994",3.2,42.0,3.24,56.0,0.0,0.0,67.0,0.3,11,3,1
773,Chris,Culley,,--,145 lbs.,--,,65.91,,,"Mar25,1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,15,0
774,Abel,Cullum,The Silent Assassin,"5' 7""",139 lbs.,--,1.7,63.18,,Orthodox,"Apr21,1987",1.82,40.0,1.23,46.0,4.01,52.0,0.0,2.8,20,6,0
775,Zak,Cummings,,"6' 0""",205 lbs.,"75.0""",1.83,93.18,190.5,Southpaw,"Aug02,1984",2.96,35.0,2.91,55.0,0.62,28.0,66.0,0.6,25,7,0
776,Everett,Cummings,,--,205 lbs.,--,,93.18,,,--,0.43,60.0,4.34,45.0,0.0,0.0,0.0,2.2,12,0,0
777,Patrick,Cummins,Durkin,"6' 2""",205 lbs.,"76.0""",1.88,93.18,193.04,Orthodox,"Nov16,1980",4.26,50.0,3.35,55.0,4.49,41.0,28.0,0.1,10,7,0
778,Luke,Cummo,,"6' 0""",170 lbs.,"74.0""",1.83,77.27,187.96,Orthodox,"Apr27,1980",1.74,43.0,1.5,59.0,0.89,55.0,42.0,1.4,6,6,0
779,Hugo,Cunha,Silverback,"6' 4""",250 lbs.,--,1.93,113.64,,,"Feb04,1993",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0
780,Alton,Cunningham,The Bo-Man,"6' 2""",205 lbs.,"77.0""",1.88,93.18,195.58,Orthodox,"Jun24,1993",3.33,75.0,4.94,20.0,1.67,10.0,100.0,0.0,4,2,0
781,AJ,Cunningham,The Savage,"5' 10""",155 lbs.,"71.0""",1.78,70.45,180.34,Orthodox,"Sep07,1994",7.66,29.0,11.9,48.0,0.0,0.0,33.0,0.0,11,4,0
782,Santo,Curatolo,,"5' 3""",125 lbs.,"62.0""",1.6,56.82,157.48,Southpaw,"Jan18,1995",1.4,39.0,6.07,34.0,2.0,33.0,100.0,0.0,6,2,0
783,Larry,Cureton,,"6' 2""",240 lbs.,--,1.88,109.09,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
784,Jeff,Curran,Big Frog,"5' 6""",135 lbs.,"69.0""",1.68,61.36,175.26,Orthodox,"Sep02,1977",1.54,31.0,2.48,60.0,0.35,12.0,35.0,1.2,36,18,1
785,Kailin,Curran,,"5' 4""",115 lbs.,"65.0""",1.63,52.27,165.1,Orthodox,"Apr11,1991",3.89,43.0,4.75,53.0,2.0,57.0,61.0,0.6,4,5,0
786,Pat,Curran,Paddy Mike,"5' 9""",145 lbs.,--,1.75,65.91,,,"Aug31,1987",4.7,58.0,4.4,63.0,2.5,62.0,66.0,0.0,22,7,0
787,Chris,Curtis,Action-Man,"5' 10""",185 lbs.,"75.0""",1.78,84.09,190.5,Orthodox,"Jul15,1987",5.96,51.0,6.58,53.0,0.0,0.0,92.0,0.0,31,10,0
788,Ion,Cutelaba,The Hulk,"6' 1""",205 lbs.,"75.0""",1.85,93.18,190.5,Southpaw,"Dec14,1993",4.44,43.0,3.43,47.0,4.17,57.0,76.0,0.0,17,10,1
789,Gleidson,Cutis,Poney,"5' 9""",155 lbs.,--,1.75,70.45,,Orthodox,"Feb07,1989",2.99,52.0,8.28,59.0,0.0,0.0,0.0,0.0,7,4,0
790,Sarah,D'alelio,The Monster,"5' 7""",145 lbs.,--,1.7,65.91,,,"Dec13,1980",2.4,33.0,0.0,100.0,0.0,0.0,100.0,0.0,11,7,0
791,Marcos,da Matta,Parrumpinha,"5' 4""",145 lbs.,--,1.63,65.91,,,"Mar18,1973",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0
792,Henrique,da Silva,Frankenstein,"6' 3""",205 lbs.,"76.0""",1.91,93.18,193.04,Orthodox,"Sep01,1989",3.89,60.0,5.28,40.0,0.25,14.0,22.0,0.2,14,5,0
793,Alex,Da Silva,Leko,"5' 8""",155 lbs.,"73.0""",1.73,70.45,185.42,Orthodox,"Feb04,1996",2.14,46.0,2.52,56.0,1.97,43.0,76.0,0.3,21,4,0
